304.4083027214,47.7973646892,-393.765154836
305.6570739058,48.3126827573,-392.7085108915
306.9103687916,48.7999612652,-391.6439524009
308.1674104933,49.2610193835,-390.5721359589
309.4275138451,49.6974779116,-389.4936395231
310.6901024282,50.110797687,-388.4089473871
311.9546790473,50.5022949289,-387.3184748616
313.2207905465,50.873152615,-386.2225982858
314.4880631015,51.2244496878,-385.1216242562
315.7561527012,51.5571617356,-384.0158321604
317.0247632143,51.8721794748,-382.9054583221
318.2936201158,52.1703131455,-381.7907187463
319.562488355,52.4523065462,-380.6717933214
320.8311481045,52.7188394857,-379.5488469627
322.0994108575,52.970538423,-378.4220152774
323.3670768415,53.2079741918,-377.2914423001
324.6339866938,53.4316776942,-376.1572345104
325.8999946027,53.6421388223,-375.0194844764
327.1649574878,53.8398088575,-373.8782805207
328.4287391435,54.0251050325,-372.7337030109
329.6912323344,54.1984167134,-371.5858041896
330.952298093,54.3600997172,-370.4346632345
332.2118318518,54.5104881017,-369.2803261482
333.4697348289,54.6498920418,-368.1228315422
334.725905507,54.7785989206,-366.9622184282
335.9802466461,54.8968759951,-365.7985197486
337.2326592401,55.0049714223,-364.6317679233
338.4830735966,55.1031181539,-363.4619657218
339.7313702253,55.1915288532,-362.2891601268
340.9774800646,55.2704049484,-361.1133485125
342.2213171453,55.3399322916,-359.9345415098
343.4627967641,55.4002835597,-358.7527459422
344.7018350884,55.4516190409,-357.5679650922
345.9383487958,55.494087348,-356.3801989331
347.1722547422,55.5278260641,-355.1894443298
348.4034683643,55.5529623062,-353.9956964659
349.6319218316,55.5696134851,-352.7989310161
350.8575021422,55.5778869957,-351.5991643488
352.0801383411,55.5778818591,-350.3963684338
353.2997437567,55.56968824,-349.190526903
354.5162303383,55.5533880419,-347.9816209584
355.7295084101,55.5290552196,-346.7696294462
356.9394864297,55.496756057,-345.5545289173
358.1460678393,55.4565495215,-344.3362966221
359.3491614844,55.4084871167,-343.1148997788
360.5486676531,55.3526135006,-341.89030943
361.7444843301,55.2889664802,-340.6624939396
362.9365127075,55.2175767688,-339.4314130216
364.1246331994,55.1384697262,-338.1970423847
365.3087499215,55.0516900898,-336.9593446824
366.4887800778,54.9573361225,-335.7183026566
367.6646443978,54.8555151022,-334.4739022719
368.8362671755,54.7463364877,-333.2261286101
370.0035734397,54.6299120512,-331.97496892
371.1664908023,54.5063556081,-330.7204107184
372.3249490616,54.3757829358,-329.4624422565
373.4788802364,54.2383116537,-328.2010525264
374.628218597,54.0940611028,-326.9362312662
375.7729006911,53.9431522247,-325.6679689654
376.9128600343,53.785708193,-324.3962628377
378.0480454167,53.6218517607,-323.1210964169
379.1783998315,53.451707976,-321.8424629885
380.3038684189,53.275403047,-320.5603568396
381.4244087143,53.0930625289,-319.2747614765
382.5399488271,52.9048180871,-317.985697713
383.6504539478,52.7107965111,-316.6931473075
384.7558793121,52.5111271972,-315.3971068459
385.8561824898,52.3059400706,-314.0975736834
386.9513233741,52.0953654728,-312.7945459414
388.0412641686,51.8795340513,-311.4880225046
389.1259693706,51.6585766516,-310.1780030164
390.2054057524,51.432624211,-308.8644878741
391.2795423396,51.2018076558,-307.5474782227
392.3483503874,50.9662578005,-306.2269759486
393.4118033546,50.7261052506,-304.9029836713
394.4698768749,50.481480307,-303.5755047355
395.5225467203,50.2325133548,-302.2445457488
396.5697967576,49.9793328745,-300.9101064521
397.6116171424,49.7220656432,-299.5721816956
398.6479714369,49.4608449107,-298.2308038908
399.6788559599,49.1957956267,-296.8859666816
400.7042540289,48.9270456856,-295.5376837122
401.7241610934,48.6547194441,-294.1859558928
402.7385687729,48.37894177,-292.8307922046
403.7474705152,48.0998365251,-291.4722022793
404.7508615553,47.8175265032,-290.1101963852
405.7487388724,47.5321333708,-288.7447854126
406.7411011472,47.2437776117,-287.3759808582
407.7279487183,46.9525784738,-286.00379481
408.7092835387,46.6586539201,-284.6282399302
409.6851091319,46.3621205823,-283.2493294394
410.6554305474,46.0630937172,-281.867077099
411.6202512193,45.7616881413,-280.4815016606
412.5795852978,45.4580143135,-279.0926090393
413.5334566608,45.1521784163,-277.7003931349
414.4818383434,44.8443019316,-276.3049247312
415.4247631272,44.5344860746,-274.906189823
416.3622440609,44.2228371808,-273.5042053678
417.2942954021,43.9094599968,-272.0989887641
418.220932574,43.5944576597,-270.6905578332
419.1421721247,43.277931678,-269.2789307999
420.0580316848,42.9599819161,-267.8641262734
420.9685299274,42.6407065798,-266.446163229
421.8736862376,42.3202023079,-265.0250614446
422.7735338909,41.9985598057,-263.6008275988
423.6681151171,41.6758692009,-262.1735370441
424.5575182234,41.3522036807,-260.7432383151
425.4418217849,41.027636236,-259.3099857895
426.3211007832,40.7022376551,-257.8738295241
427.1954228515,40.37607815,-256.4348218969
428.064853192,40.0492257628,-254.993010069
428.9294533913,39.721746996,-253.5484382887
429.7892815472,39.3937069511,-252.1011480472
430.6443896858,39.0651705013,-250.6511828175
431.4948340669,38.7361984938,-249.1985708714
432.3406615335,38.406853144,-247.7433486764
433.1819244727,38.0771923848,-246.2855355335
434.0186495012,37.7472822891,-244.8251881377
434.8508838381,37.4171790284,-243.3623204184
435.6786610682,37.0869424228,-241.8969631027
436.5020193742,36.7566288552,-240.4291319582
437.3209890863,36.4262963436,-238.9588499288
438.1355981177,36.096002503,-237.4861377465
438.945871949,35.7658046576,-236.0110140765
439.7518336093,35.4357599538,-234.533495657
440.5535036537,35.1059254703,-233.0535974316
441.3509051595,34.7763562479,-231.5713233089
442.144044049,34.4471135282,-230.0867028609
442.9329381665,34.1182528312,-228.5997373329
443.7175980215,33.7898319997,-227.110435413
444.4980316063,33.4619093049,-225.6188043296
445.2742443875,33.1345435413,-224.124849873
446.0462392917,32.8077941231,-222.6285764119
446.8140166838,32.4817211834,-221.1299869077
447.5775743387,32.1563856768,-219.629082925
448.3369074064,31.8318494844,-218.1258646387
449.0920083686,31.5081755236,-216.6203308381
449.8428669883,31.185427862,-215.112478928
450.5894702508,30.8636718366,-213.6023049269
451.3318022945,30.5429741791,-212.0898034655
452.0698321259,30.2234084393,-210.5749929295
452.8035640066,29.9050332535,-209.0578116306
453.5329602515,29.5879258807,-207.5382760684
454.2579929516,29.2721599261,-206.0163747246
454.9786308839,28.9578111157,-204.4920945643
455.6948393799,28.6449574717,-202.9654210077
